contact_name,contact_email,name,location,founded_date,visible,category,target_client,business_model,description,main_url,twitter_url,angellist_url,crunchbase_url,all_tags,codex_presenter,codex_presentation_date
,,Lawbrery,"San Francisco, CA, USA",1900,true,Legal Education - ,Unknown,Unknown,"Lawbrery is an interface for learning law in a geeked-out, interactive, and entertaining way!",http://www.thelawbrery.com/,"","","","",,
,,Certifact,"Atlanta, GA, USA",2013,true,Legal Education,Unknown,Unknown,Legal Education,www.abmssolutions.com,"","","","",,
,,ChartaCourse,USA,2012,true,Legal Education,Unknown,Unknown,Legal Education,www.chartacourse.com	,"","","","",,
"","",Autriv Software Development,"New York, NY",2010,true,Practice Management - ,Unknown,Unknown,"Making Great Apps

Autriv Software Development is dedicated to making great apps such as SignMyPad, SignMyPad Cloud, NYCTruckFood and Email Phoenix.",www.autriv.com,"",https://angel.co/autriv-software-development,https://www.crunchbase.com/organization/autriv-software-development,"",false,
"","",Avvoka,"London, England, UK",2015,true,Document Automation - ,Unknown,Unknown,"Avvoka enables businesses to automatically generate, track, e-sign, and store their standard-form legal contracts online.",www.avvoka.com,https://twitter.com/avvokalaw,"",https://www.crunchbase.com/organization/avvoka,"",false,
"","",PSS Systems,"Mountain View, CA, USA",2014,true,E-Discovery - ,Unknown,Unknown,PSS Systems provides enterprise discovery management software solutions for legal holds and collections markets.,http://www-01.ibm.com/software/info/pss/,"","","","",false,
Unknown,"",Kleros,"Paris, France",2017,true,Online Dispute Resolution - ,Unknown,Unknown,A justice system for the internet age,https://kleros.io/,"",https://angel.co/kleros,"","",false,
Unknown,"",Zegal,Hong Kong,2013,true,Document Automation - ,Unknown,Unknown,Cloud Software for Legal and Business Documents. Formerly known as Dragon Law.,https://zegal.com/,https://twitter.com/getzegal,"",https://www.crunchbase.com/organization/dragon-law,"",false,
Unknown,"",JustEase,Depok City,2017,true,Unknown - ,Unknown,Unknown,A crowdfunding platform designed specifically for legal case.,"",https://twitter.com/justeaseapp,https://angel.co/justease,"","",false,
,,Lexoo Ltd,No location yet,1900,true,Marketplace - ,Unknown,Unknown,"Lexoo Ltd is a United Kingdom-based company engaged in providing lawyers for the businesses. The Company offers services in legal services market in the United Kingdom. The Company's clients get multiple quotes from the lawyers selected by the Company. The Company offers secure sockets layer (SSL) security protection to the clients. Lexoo is designed to enable users to submit to it details of matters in respect of which they require legal advice and assistance (Requests for Quotes) and receive responses from legal advisors with an indication of the fees chargeable by them for their provision of that advice and assistance and any conditions applicable to those fees (Quotes). The Company offers legal services in dispute resolution and litigation, commercial and corporate law, and information technology (IT), among others.",https://www.lexoo.co.uk/,"","","","",,
,,CitizenshipWorks,"San Francisco, CA, USA",2015,true,Marketplace,Unknown,Unknown,Immigration services,www.citizenshipworks.org,"","","","",,
,,ClaimCast,"Toronto, ON, Canada",2015,true,Online Dispute Resolution,Unknown,Unknown,Online dispute resolution,www.claimcast.com,"","","","",,
,,ClearstoneIP,"Palo Alto, CA, USA",2016,true,Analytics,Unknown,Unknown,Analytics,www.clearstoneip.com,"","","","",,
,,Contract Live,"San Francisco, CA, USA",2014,true,Document Automation - ,Unknown,Unknown,"Contract Live brings contract management out of the Stone Age by helping companies manage all contracts (from HR and procurement to sales) throughout all lifecycle stages (online negotiations, electronic signatures, implementation and execution) on an entirely intuitive, cloud-based platform.",http://contract-live.com,"","","","",,
,,Clocktimizer,The Netherlands,2014,true,Practice Management,Unknown,Unknown,Practice management,www.clocktimizer.com,"","","","",,
Sandro Tuzzi,sandro@legalpassage.com,Legal Passage,"Oakland, CA, USA",2014,true,Marketplace - ,Unknown,Unknown,A scalable solution for better divorces. Legal Passage educates consumer and breaks down the divorce process into milestones and allows customers to more efficiently consume legal advice when needed.,http://www.legalpassage.com/,"","","","",true,2015-06-25
"Mike Terry,",mike@lawfty.com,Lawfty,"New York, NY, USA",2013,true,Practice Management - ,Unknown,Unknown,We are building a mobile/web Pay-Per-Click marketing platform that efficiently drives leads to small personal injury firms.,http://www.lawfty.com,"","","","",true,2016-09-15
,,Digital Currency Council,"New York, NY, USA",2015,true,Legal Education - ,Unknown,Unknown,"Often referred to as ""the CFA for Bitcoin"", the Digital Currency Council (DCC) is a vertically integrated solution for lawyers, accountants, and financial professionals who are building practices related to the blockchain. The DCC currently provides its 1000 plus members with training and certification, as well connectivity to peers and prospective clients.",http://www.digitalcurrencycouncil.com/,"","","","",,
,,Etherparty,"Los Angeles, CA, USA",2015,true,Document Automation - ,Unknown,Unknown,Etherparty is about simple tools for the next generation of Blockchain-connected economies powered by Smart Contract automation. No programming required.,http://etherparty.io,"","","","",,
,,ContactRoom,"San Mateo, CA, USA",2014,true,Document Automation,Unknown,Unknown,Document Automation,contractroom.com,"","","","",,
,,Pactanda,"Santiago, Chile",2013,true,Online Dispute Resolution - ,Unknown,Unknown,"Business Summary: PACTANDA helps merchants get to confidential, collaborative solutions with online customers. Problem solving has never been this fun!",http://pactanda.com,"","","","",,
,,CrowdDefend,"San Francisco, CA, USA",2013,true,Marketplace,Unknown,Unknown,Marketplace,crowddefend.com,"","","","",,
,,CrowdJustice,"London, UK",2013,true,Marketplace,Unknown,Unknown,Marketplace,www.crowdjustice.co.uk,"","","","",,
,,Cryptonomica,"Tel Aviv, Israel",2014,true,Online Dispute Resolution,Unknown,Unknown,Online Dispute Resolution,https://www.f6s.com/cryptonomica,"","","","",,
,,CuroLegal,"Dayton, OH, USA",2016,true,Practice Management,Unknown,Unknown,Practice Management,www.curolegal.com,"","","","",,
,,DataNovo,"San Francisco, CA, USA",2012,true,Analytics,Unknown,Unknown,Analytics,datanovo.com	,"","","","",,
,,DivorceSecure,"Memphis, TN, USA",2013,true,Online Dispute Resolution,Unknown,Unknown,Online Dispute Resolution,divorcesecure.com	,"","","","",,
,,Docasaurus,USA,2015,true,Document Automation,Unknown,Unknown,Document Automation,www.docasaurus.com,"","","","",,
,,DocEx Legal,"Washington, DC, USA",2013,true,Document Automation,Unknown,Unknown,Document Automation,www.docexlegal.com,"","","","",,
,,Doctrine.fr,"Paris, France",2016,true,Legal Research,Unknown,Unknown,Legal Research,www.doctrine.fr,"","","","",,
,,Esquify,"Chicago, IL, USA",2015,true,Document Automation,Unknown,Unknown,Document automation,www.esquify.com,"","","","",,
,,Get Legal Counsel,"Los Angeles, CA, USA",2014,true,Marketplace,Unknown,Unknown,Marketplace,www.getlegalcounsel.com,"","","","",,
,,Gust,"New York, NY, USA",2008,true,Marketplace,Unknown,Unknown,Marketplace,www.gust.com,"","","","",,
,,Infinote,"Sunnyvale, CA, USA",2015,true,Document Automation,Unknown,Unknown,Document Automation,www.infinote.com,"","","","",,
,,Intake 123,"Boulder, CO, USA",2015,true,Practice Management,Unknown,Unknown,Practice Management,www.intake123.com,"","","","",,
,,Intellinx,"Pleasant Hill, CA, USA",2010,true,Practice Management,Unknown,Unknown,"Intellinx, a Bottomline Technologies Company, is a leading provider of cyber fraud and risk management solutions, that protect organizations from internal and external fraud and data theft.	",http://www.intellinx-sw.com/overview/,"","","","",,
,,IPStreet,"Spokane, WA, USA",2015,true,Analytics,Unknown,Unknown,Analytics,www.ipstreet.com,"","","","",,
,,IQTell,"Old Bridge, NJ, USA",2010,true,Practice Management,Unknown,Unknown,Practice Management,www.iqtell.com,"","","","",,
rakesh madhava,rmadhava@nextpoint.com,NextPoint,"Chicago, IL",2013,true,E-Discovery -  Mobile,Unknown,Unknown,Nextpoint is on-demand software and responsive support to help conquer litigation at a price your clients will love.,http://www.nextpoint.com/,"","","","",true,0005-09-13
,,jEugene,"Long Island City, NY, USA",2014,true,Analytics,Unknown,Unknown,Analytics,www.jeugene.com,"","","","",,
,,kCura,"Chicago, IL, USA",2009,true,E-Discovery,Unknown,Unknown,E-Disocvery,www.kcura.com,"","","","",,
,,Kesteven ,"Canaberra, Australia",2014,true,Document Automation,Unknown,Unknown,"Kesteven & Associates is a specialist management consultancy providing systems and services relating to knowledge management, compliance, and corporate governance.",http://www.kesteven.com.au/	,"","","","",,
,,Killer Kontracts,USA,2014,true,Document Automation,Unknown,Unknown,Document automation,www.killerkontracts.com	,"","","","",,
,,ZeeBeek,"San Francisco, CA, USA",2012,true,Marketplace,Unknown,Unknown,"Zeekbeek is an online legal marketplace where consumers can find lawyers. Developed in partnership with the State Bar of Michigan, we offer consumers easy, credible, transparent lawyer search. We are committed to ethical practices that will enhance the protection of the public and improve access to legal services overall.																				",ZeekBeek.com,"","","","",,
"","",Hotshot,"New York, NY, USA",2015,true,Legal Education,Unknown,Unknown,Legal education,https://www.hotshotlegal.com/,"","","","",true,2016-12-15
"",hello@ironcladapp.com,Ironclad,"San Francisco, CA, USA",2015,true,Document Automation - ,Unknown,Unknown,Ironclad is an intelligent contract management system for in-house legal teams.,https://www.ironcladapp.com/,@ironcladapp,"","","",false,
,,Wire Lawyer,"New York, NY, USA",2014,true,Marketplace,Unknown,Unknown,"wireLawyer is the fastest-growing professional network for lawyers. With free legal contract search, attorney-reviewed documents, and curated questions and answers, wireLawyer helps small to mid-sized law firms  operate on a level playing field with big law firms.""																			",http://wirelawyer.herokuapp.com/,"","","","",,
,,Law on the Web,"London, UK",2010,true,Marketplace,Unknown,Unknown,"Visit the UK's leading legal advice site, providing free guides, documents and over the phone services. Dedicated to helping you with your legal problem.																			",https://www.lawontheweb.co.uk/,"","","","",,
